Polymer,Mw,Solvent,\eta_0 [Pa s],K [S/m],\gamma [N/m],rho [Kg/m^3],NFES Type,C_{polymer} [wt\%],D_{nozzle} [m],Q [m^3/s],Substrate,L [m],\Phi_0 [V],v_{stage} [m/s],D_{fiber} [m],FiberGap [m],FiberMorphology,FiberStructure,Reference
PCL,80018,CF/DMF,,,,,melt,NA,0.000736,5.556E-12,Al,0.02,8000,NA,2.23734E-05,NA,coil,randomly distributed,Brown2014
PCL,80019,CF/DMF,,,,,melt,NA,0.000737,5.556E-12,Al,0.02,10000,NA,2.10443E-05,NA,coil,randomly distributed,Brown2014
PCL,80020,CF/DMF,,,,,melt,NA,0.000738,5.556E-12,Al,0.02,12000,NA,1.82753E-05,NA,coil,randomly distributed,Brown2014
PCL,80021,CF/DMF,,,,,melt,NA,0.000739,5.556E-12,Al,0.03,6000,NA,2.91297E-05,NA,coil,randomly distributed,Brown2014
PCL,80022,CF/DMF,,,,,melt,NA,0.00074,5.556E-12,Al,0.03,8000,NA,2.03797E-05,NA,coil,randomly distributed,Brown2014
PCL,80023,CF/DMF,,,,,melt,NA,0.000741,5.556E-12,Al,0.03,10000,NA,1.91614E-05,NA,coil,randomly distributed,Brown2014
PCL,80024,CF/DMF,,,,,melt,NA,0.000742,5.556E-12,Al,0.03,12000,NA,1.81646E-05,NA,coil,randomly distributed,Brown2014
PCL,80025,CF/DMF,,,,,melt,NA,0.000743,5.556E-12,Al,0.04,6000,NA,3.30063E-05,NA,coil,randomly distributed,Brown2014
PCL,80026,CF/DMF,,,,,melt,NA,0.000744,5.556E-12,Al,0.04,8000,NA,2.31487E-05,NA,coil,randomly distributed,Brown2014
PCL,80027,CF/DMF,,,,,melt,NA,0.000745,5.556E-12,Al,0.04,10000,NA,1.99367E-05,NA,coil,randomly distributed,Brown2014
PCL,80028,CF/DMF,,,,,melt,NA,0.000746,5.556E-12,Al,0.04,12000,NA,1.12975E-05,NA,coil,randomly distributed,Brown2014
PCL,80029,CF/DMF,,,,,melt,NA,0.000747,5.556E-12,Al,0.06,8000,NA,2.20411E-05,NA,coil,randomly distributed,Brown2014
PCL,80030,CF/DMF,,,,,melt,NA,0.000748,5.556E-12,Al,0.06,10000,NA,1.39557E-05,NA,coil,randomly distributed,Brown2014
PCL,80031,CF/DMF,,,,,melt,NA,0.000749,5.556E-12,Al,0.06,12000,NA,1.16297E-05,NA,coil,randomly distributed,Brown2014
POSS-PCU,2000,CF/DMF,,,,,xy stage,20,0.00075,1.6668E-11,NA,0.0005,9000,0.01,0.000018671,0.000352,meander,mesh,Gupta2007
POSS-PCL-PCU,2000,CF/DMF,,,,,xy stage,20,0.00075,1.6668E-11,NA,0.0005,9000,0.01,0.000069045,0.00048,meander,mesh,Gupta2007
PDO,NA,CF/DMF,,,,,xy stage,18,0.00084,2.5446E-11,Al,0.0018,1200,0.03,0.000025156,NA,straight,mesh,E.King2019
PCL,80000,CF/DMF,,,,,xy stage,NA,0.000912,NA,NA,0.005,3000,0.05,0.0001083,0.001,straight,mesh,He2018
PCL,80000,CF/DMF,,,,,xy stage,NA,0.000912,NA,NA,0.005,3000,0.05,0.0001268,0.001,straight,mesh,He2018
PCL,80000,CF/DMF,,,,,xy stage,NA,0.000912,NA,NA,0.005,3000,0.05,0.0001505,0.001,straight,mesh,He2018
PLGA,33000,CF/DMF,,,,,xy stage,20,0.00109,8.334E-10,NA,0.2,23700.36147,NA,1.66881E-06,NA,curved,randomly distributed,Husain2016
PLGA,33000,CF/DMF,,,,,xy stage,20,0.00109,8.334E-10,NA,0.2,20741.56131,NA,1.7109E-06,NA,curved,randomly distributed,Husain2016
PLGA,33000,CF/DMF,,,,,xy stage,20,0.00109,8.334E-10,NA,0.2,15000,NA,1.77049E-06,NA,curved,randomly distributed,Husain2016
PLGA,33000,CF/DMF,,,,,xy stage,20,0.00109,8.334E-10,NA,0.2,15769.23769,NA,1.80525E-06,NA,curved,randomly distributed,Husain2016
PLGA,33000,CF/DMF,,,,,xy stage,20,0.00109,8.334E-10,NA,0.15,23812.25385,NA,1.94621E-06,NA,curved,randomly distributed,Husain2016
PLGA,33000,CF/DMF,,,,,xy stage,25,0.00109,8.334E-10,NA,0.15,15210.78663,NA,1.9494E-06,NA,curved,randomly distributed,Husain2016
PLGA,33000,CF/DMF,,,,,xy stage,25,0.00109,8.334E-10,NA,0.15,20222.66329,NA,2.01377E-06,NA,curved,randomly distributed,Husain2016
PLGA,33000,CF/DMF,,,,,xy stage,20,0.00109,8.334E-10,NA,0.15,20915.81995,NA,2.14291E-06,NA,curved,randomly distributed,Husain2016
PLGA,33000,CF/DMF,,,,,xy stage,25,0.00109,8.334E-10,NA,0.15,25289.84823,NA,2.41002E-06,NA,curved,randomly distributed,Husain2016
PLGA,33000,CF/DMF,,,,,xy stage,20,0.00109,8.334E-10,NA,0.15,16068.22882,NA,2.5465E-06,NA,curved,randomly distributed,Husain2016
PLGA,33000,CF/DMF,,,,,xy stage,25,0.00109,8.334E-10,NA,0.2,25332.23016,NA,2.81426E-06,NA,curved,randomly distributed,Husain2016
PLGA,33000,CF/DMF,,,,,xy stage,25,0.00109,8.334E-10,NA,0.2,20327.0367,NA,3.00929E-06,NA,curved,randomly distributed,Husain2016
PLGA,33000,CF/DMF,,,,,xy stage,25,0.00109,8.334E-10,NA,0.2,15000,NA,3.23417E-06,NA,curved,randomly distributed,Husain2016
PLGA,33000,CF/DMF,,,,,xy stage,25,0.00109,8.334E-10,NA,0.2,15349.31862,NA,3.27073E-06,NA,curved,randomly distributed,Husain2016
PLGA,33000,CF/DMF,,,,,xy stage,2,0.00109,8.334E-10,NA,0.2,15000,NA,4.36377E-06,NA,curved,randomly distributed,Husain2016
PLGA,33000,CF/DMF,,,,,xy stage,4,0.00109,8.334E-10,NA,0.2,15000,NA,4.56482E-06,NA,curved,randomly distributed,Husain2016
PLGA,33000,CF/DMF,,,,,xy stage,10,0.00109,8.334E-10,NA,0.2,15000,NA,5.74416E-06,NA,curved,randomly distributed,Husain2016
PLGA,33000,CF/DMF,,,,,xy stage,15,0.00109,8.334E-10,NA,0.2,15000,NA,8.94519E-06,NA,curved,randomly distributed,Husain2016
PVDF,534000,CF/DMF,,,,,xy stage,18,NA,NA,NA,0.00035,NA,NA,0.00000107,NA,straight,single,Chang2010
PVDF,534000,CF/DMF,,,,,xy stage,18,NA,NA,NA,0.00035,NA,NA,0.00000146,NA,straight,single,Chang2010
PVDF,534000,CF/DMF,,,,,xy stage,18,NA,NA,NA,0.00035,NA,NA,0.00000181,NA,straight,single,Chang2010
PVDF,534000,CF/DMF,,,,,xy stage,18,NA,NA,NA,0.00035,NA,NA,0.00000216,NA,straight,single,Chang2010
PVDF,534000,CF/DMF,,,,,xy stage,18,NA,NA,NA,0.00035,NA,NA,0.00000613,NA,straight,aligned,Chang2011
PVDF,534000,CF/DMF,,,,,xy stage,18,NA,NA,NA,0.00035,NA,NA,0.00000766,NA,straight,aligned,Chang2011
PVDF,534000,CF/DMF,,,,,xy stage,18,NA,NA,NA,0.00035,NA,NA,0.00000919,NA,straight,aligned,Chang2011
PU,NA,CF/DMF,,,,,xy stage,10,NA,NA,acrylic,NA,2000,0.1,9.3207E-06,5.22E-05,straight,aligned,Choi2017
PLGA,NA,CF/DMF,,,,,PYES,NA,NA,NA,PTFE,NA,NA,NA,3.047E-07,NA,straight,aligned,Coppola2014
PLGA,54000,CF/DMF,,,,,PYES,25,NA,NA,Si,0.001,NA,NA,0.00001,NA,straight,aligned,Coppola2020
PLGA,54000,CF/DMF,,,,,PYES,25,NA,NA,Si,0.001,NA,NA,0.00003,NA,straight,aligned,Coppola2020
PAN,NA,CF/DMF,,,,,rotating drum,9,NA,NA,Si,0.00185,35,NA,1.30498E-07,NA,straight,aligned,Deng2020
PAN,NA,CF/DMF,,,,,rotating drum,9,NA,NA,Si,0.00185,100,NA,1.78092E-07,NA,straight,aligned,Deng2020
PAN,NA,CF/DMF,,,,,rotating drum,9,NA,NA,Si,0.00185,300,NA,2.48122E-07,NA,straight,aligned,Deng2020
PAN,NA,CF/DMF,,,,,rotating drum,9,NA,NA,Si,0.00185,500,NA,3.49134E-07,NA,straight,aligned,Deng2020
PMMA,NA,CF/DMF,,,,,xy stage,20,NA,1.389E-11,NA,0.0022,1600,0.06,0.000001413,NA,straight,mesh,Fattahi2017
PMMA,NA,CF/DMF,,,,,xy stage,20,NA,1.389E-11,NA,0.002,1400,0.06,0.000001424,NA,straight,mesh,Fattahi2017
PMMA,NA,CF/DMF,,,,,xy stage,16,NA,1.389E-11,NA,0.002,1600,0.06,0.000001462,NA,straight,mesh,Fattahi2017
PMMA,NA,CF/DMF,,,,,xy stage,20,NA,1.389E-11,NA,0.0024,1600,0.06,0.000001487,NA,straight,mesh,Fattahi2017
PMMA,NA,CF/DMF,,,,,xy stage,18,NA,1.389E-11,NA,0.002,1600,0.06,0.000001583,NA,straight,mesh,Fattahi2017
PMMA,NA,CF/DMF,,,,,xy stage,20,NA,1.389E-11,NA,0.002,1800,0.06,0.000001732,NA,straight,mesh,Fattahi2017
PMMA,NA,CF/DMF,,,,,xy stage,20,NA,1.389E-11,NA,0.002,1200,0.06,0.00000176,NA,straight,mesh,Fattahi2017
PMMA,NA,CF/DMF,,,,,xy stage,20,NA,1.389E-11,NA,0.002,1600,0.06,0.000001818,NA,straight,mesh,Fattahi2017
PMMA,NA,CF/DMF,,,,,xy stage,20,NA,1.389E-11,NA,0.002,1600,0.06,0.000001822,NA,straight,mesh,Fattahi2017
PMMA,NA,CF/DMF,,,,,xy stage,20,NA,1.389E-11,NA,0.002,1600,0.06,0.000001839,NA,straight,mesh,Fattahi2017
PMMA,NA,CF/DMF,,,,,xy stage,20,NA,1.389E-11,NA,0.002,1600,0.06,0.000001844,NA,straight,mesh,Fattahi2017
PMMA,NA,CF/DMF,,,,,xy stage,20,NA,1.389E-11,NA,0.0018,1600,0.06,0.000002591,NA,straight,mesh,Fattahi2017
PMMA,NA,CF/DMF,,,,,xy stage,22,NA,1.389E-11,NA,0.002,1600,0.06,0.000002689,NA,straight,mesh,Fattahi2017
PMMA,NA,CF/DMF,,,,,xy stage,20,NA,1.389E-11,NA,0.002,2000,0.06,0.000002798,NA,straight,mesh,Fattahi2017
PMMA,NA,CF/DMF,,,,,xy stage,20,NA,1.389E-11,NA,0.002,2200,0.06,0.00000312,NA,straight,mesh,Fattahi2017
PMMA,NA,CF/DMF,,,,,xy stage,20,NA,2.778E-11,NA,0.002,1600,0.06,0.000003187,NA,straight,mesh,Fattahi2017
PMMA,NA,CF/DMF,,,,,xy stage,20,NA,1.389E-11,NA,0.0016,1600,0.06,0.000003795,NA,straight,mesh,Fattahi2017
PMMA,NA,CF/DMF,,,,,xy stage,20,NA,4.167E-11,NA,0.002,1600,0.06,0.000003957,NA,straight,mesh,Fattahi2017
PMMA,NA,CF/DMF,,,,,xy stage,24,NA,1.389E-11,NA,0.002,1600,0.06,0.00000468,NA,straight,mesh,Fattahi2017
PMMA,NA,CF/DMF,,,,,xy stage,20,NA,1.389E-11,NA,0.002,2400,0.06,0.000005643,NA,straight,mesh,Fattahi2017
PEO/SU8,4000000,CF/DMF,,,,,xy stage,0.5,NA,NA,NA,NA,NA,0.02,0.00000527,NA,straight,aligned,Flores2017
PEO/SU8,4000000,CF/DMF,,,,,xy stage,0.5,NA,NA,NA,NA,NA,0.06,0.00000535,NA,straight,aligned,Flores2017
PEO/SU8,4000000,CF/DMF,,,,,xy stage,0.5,NA,NA,NA,NA,NA,0.04,0.00000535,NA,straight,aligned,Flores2017
PEO/SU8,4000000,CF/DMF,,,,,xy stage,0.5,NA,NA,NA,NA,NA,0.02,0.00000538,NA,straight,aligned,Flores2017
PEO/SU8,4000000,CF/DMF,,,,,xy stage,0.5,NA,NA,NA,NA,NA,0.04,0.00000548,NA,straight,aligned,Flores2017
PEO/SU8,4000000,CF/DMF,,,,,xy stage,0.5,NA,NA,NA,NA,NA,0.04,0.00000589,NA,straight,aligned,Flores2017
PEO/SU8,4000000,CF/DMF,,,,,xy stage,0.5,NA,NA,NA,NA,NA,0.04,0.00000589,NA,straight,aligned,Flores2017
PEO/SU8,4000000,CF/DMF,,,,,xy stage,0.5,NA,NA,NA,NA,NA,0.06,0.00000598,NA,straight,aligned,Flores2017
PEO/Chitosan,900000,CF/DMF,,,,,xy stage,5,NA,NA,PPy,0.0005,800,0.2,5.311E-07,NA,meander,randomly distributed,Fuh2013
PEO/Chitosan,900000,CF/DMF,,,,,xy stage,5,NA,NA,PPy,0.0005,800,0.2,7.2031E-07,0.0001,curved,aligned,Fuh2013
PEO/Chitosan,900000,CF/DMF,,,,,xy stage,5,NA,NA,PPy,0.0005,800,0.2,7.2226E-07,0.0001,straight,aligned,Fuh2013
PEO/Chitosan,900000,CF/DMF,,,,,xy stage,5,NA,NA,PPy,0.0005,800,0.2,7.2718E-07,0.00002,straight,aligned,Fuh2013
PEO/Chitosan,900000,CF/DMF,,,,,xy stage,5,NA,NA,PPy,0.0005,800,0.2,7.2718E-07,0.00004,straight,aligned,Fuh2013
PEO/Chitosan,900000,CF/DMF,,,,,xy stage,5,NA,NA,PPy,0.0005,800,0.2,7.2718E-07,0.0001,straight,aligned,Fuh2013
PEO/Chitosan,900000,CF/DMF,,,,,xy stage,5,NA,NA,PPy,0.0005,800,0.2,7.3846E-07,0.0001,straight,mesh,Fuh2013
PVDF,534000,CF/DMF,,,,,NA,16,NA,NA,NA,0.0012,1440,NA,0.000000907,NA,straight,aligned,Fuh2015
PVDF,534000,CF/DMF,,,,,NA,16,NA,NA,NA,0.0012,1440,NA,0.000002909,NA,straight,aligned,Fuh2015
PEO,300000,CF/DMF,,,,,xy stage,6,NA,NA,NA,0.005,900,0.4,0.000000212,0.000005,straight,aligned,Huang2015
PEO,300000,CF/DMF,,,,,xy stage,6,NA,NA,NA,0.005,900,0.2,0.000000287,NA,straight,aligned,Huang2015
PEO,300000,CF/DMF,,,,,xy stage,6,NA,NA,NA,0.005,900,0.1,0.00000031,NA,meander,aligned,Huang2015
PEO,300000,CF/DMF,,,,,xy stage,6,NA,NA,NA,0.005,900,0.05,0.000000352,NA,coil,aligned,Huang2015
PEO,300000,CF/DMF,,,,,xy stage,NA,NA,2.0002E-11,NA,0.0075,NA,0.4,NA,NA,straight,single,Huang2015
PEO,100000,CF/DMF,,,,,rotating drum,10,NA,NA,Si,0.012519879,2000,NA,8.8787E-08,NA,straight,aligned,Kameoka2003
PEO,100000,CF/DMF,,,,,rotating drum,10,NA,NA,Si,0.0085,2000,1.288072322,1.01407E-07,NA,straight,aligned,Kameoka2003
PEO,100000,CF/DMF,,,,,rotating drum,10,NA,NA,Si,0.0085,2000,0.110587389,1.04172E-07,NA,straight,aligned,Kameoka2003
PEO,100000,CF/DMF,,,,,rotating drum,10,NA,NA,Si,0.010033744,2000,NA,1.05997E-07,NA,straight,aligned,Kameoka2003
PEO,100000,CF/DMF,,,,,rotating drum,10,NA,NA,Si,0.011028499,2000,NA,1.103E-07,NA,straight,aligned,Kameoka2003
PEO,100000,CF/DMF,,,,,rotating drum,10,NA,NA,Si,0.0085,2000,0.447063057,1.11961E-07,NA,straight,aligned,Kameoka2003
PEO,100000,CF/DMF,,,,,rotating drum,10,NA,NA,Si,0.0085,2000,1.709602411,1.17279E-07,NA,straight,aligned,Kameoka2003
PEO,100000,CF/DMF,,,,,rotating drum,10,NA,NA,Si,0.0085,2000,0.872308177,1.22872E-07,NA,straight,aligned,Kameoka2003
PEO,100000,CF/DMF,,,,,rotating drum,10,NA,NA,Si,0.008546541,2000,NA,1.50978E-07,NA,straight,aligned,Kameoka2003
PEO,100000,CF/DMF,,,,,rotating drum,10,NA,NA,Si,0.007562961,2000,NA,2.00652E-07,NA,straight,aligned,Kameoka2003
PEO,900000,CF/DMF,,,,,xy stage,5,NA,NA,NA,NA,4500,NA,0.00000015,NA,coil,randomly distributed,Kameoka2003a
PEO,900000,CF/DMF,,,,,xy stage,10,NA,NA,NA,NA,4500,NA,0.00000025,NA,coil,randomly distributed,Kameoka2003a
PEO,900000,CF/DMF,,,,,xy stage,20,NA,NA,NA,NA,4500,NA,0.0000004,NA,coil,randomly distributed,Kameoka2003a
PEO,900000,CF/DMF,,,,,xy stage,30,NA,NA,NA,NA,4500,NA,0.00000115,NA,coil,randomly distributed,Kameoka2003a
PVDF,534000,CF/DMF,,,,,xy stage,12,NA,2.2224E-11,Si,0.005,1200,0.03,4.22588E-05,0.00026314,curved,mesh,Lei2015
PVDF,534000,CF/DMF,,,,,xy stage,12,NA,2.2224E-11,Si,0.005,1200,0.03,6.32622E-05,NA,curved,mesh,Lei2015
PVDF,534000,CF/DMF,,,,,rotating drum,10,NA,NA,Cu,NA,NA,NA,4.59434E-05,NA,straight,aligned,Pan2014
PVDF,534000,CF/DMF,,,,,rotating drum,12,NA,NA,Cu,NA,NA,NA,4.72642E-05,NA,straight,aligned,Pan2014
PVDF,534000,CF/DMF,,,,,rotating drum,14,NA,NA,Cu,NA,NA,NA,3.90566E-05,NA,straight,aligned,Pan2014
PVDF,534000,CF/DMF,,,,,rotating drum,16,NA,NA,Cu,NA,NA,NA,4.06604E-05,NA,straight,aligned,Pan2014
PVDF,534000,CF/DMF,,,,,rotating drum,18,NA,NA,Cu,NA,NA,NA,4.40566E-05,NA,straight,aligned,Pan2014
PVDF,534000,CF/DMF,,,,,rotating drum,NA,NA,NA,Cu,NA,NA,0.5236,4.68688E-05,NA,straight,aligned,Pan2014
PVDF,534000,CF/DMF,,,,,rotating drum,NA,NA,NA,Cu,NA,NA,1.0472,0.00003614,NA,straight,aligned,Pan2014
PVDF,534000,CF/DMF,,,,,rotating drum,NA,NA,NA,Cu,NA,NA,1.5708,3.53499E-05,NA,straight,aligned,Pan2014
PVDF,534000,CF/DMF,,,,,rotating drum,NA,NA,NA,Cu,NA,NA,1.0944,4.10771E-05,NA,straight,aligned,Pan2014
PVDF,534000,CF/DMF,,,,,rotating drum,NA,NA,NA,Cu,NA,NA,2.6181,4.34473E-05,NA,straight,aligned,Pan2014
PVDF,534000,CF/DMF,,,,,rotating drum,NA,NA,NA,Cu,NA,2000,NA,5.18805E-05,NA,straight,aligned,Pan2014
PVDF,534000,CF/DMF,,,,,rotating drum,NA,NA,NA,Cu,NA,5000,NA,4.75085E-05,NA,straight,aligned,Pan2014
PVDF,534000,CF/DMF,,,,,rotating drum,NA,NA,NA,Cu,NA,6000,NA,4.44319E-05,NA,straight,aligned,Pan2014
PVDF,534000,CF/DMF,,,,,rotating drum,NA,NA,NA,Cu,NA,7000,NA,4.11934E-05,NA,straight,aligned,Pan2014
PVDF,534000,CF/DMF,,,,,rotating drum,NA,NA,NA,Cu,NA,10000,NA,0.000039736,NA,straight,aligned,Pan2014
PCL,45028,CF/DMF,,,,,xy stage,70,NA,NA,NA,NA,NA,0.2,0.000070841,NA,straight,single,Parajuli2016
PCL,45028,CF/DMF,,,,,xy stage,60,NA,NA,NA,NA,NA,0.2,0.000078672,NA,straight,single,Parajuli2016
PCL,45028,CF/DMF,,,,,xy stage,50,NA,NA,NA,NA,NA,0.2,0.000086505,NA,straight,single,Parajuli2016
PCL,45028,CF/DMF,,,,,xy stage,70,NA,NA,NA,NA,NA,0.2,0.000090344,NA,straight,single,Parajuli2016
PCL,45028,CF/DMF,,,,,xy stage,45,NA,NA,NA,NA,NA,0.2,0.000092868,NA,straight,single,Parajuli2016
PCL,45028,CF/DMF,,,,,xy stage,45,NA,NA,NA,NA,NA,0.2,0.000105517,NA,straight,single,Parajuli2016
PCL,45028,CF/DMF,,,,,xy stage,60,NA,NA,NA,NA,NA,0.2,0.000109655,NA,straight,single,Parajuli2016
PCL,45028,CF/DMF,,,,,xy stage,50,NA,NA,NA,NA,NA,0.2,0.000123448,NA,straight,single,Parajuli2016
PCL,45028,CF/DMF,,,,,xy stage,70,NA,NA,NA,NA,NA,0.2,0.000124482,NA,straight,single,Parajuli2016
PCL,45028,CF/DMF,,,,,xy stage,NA,NA,NA,NA,0.014,NA,0.2,0.000129797,NA,straight,single,Parajuli2016
PCL,45028,CF/DMF,,,,,xy stage,NA,NA,NA,NA,0.012,NA,0.2,0.000130858,NA,straight,single,Parajuli2016
PCL,45028,CF/DMF,,,,,xy stage,60,NA,NA,NA,NA,NA,0.2,0.000131034,NA,straight,single,Parajuli2016
PCL,45028,CF/DMF,,,,,xy stage,50,NA,NA,NA,NA,NA,0.2,0.000132068,NA,straight,single,Parajuli2016
PCL,45028,CF/DMF,,,,,xy stage,25,NA,NA,NA,NA,NA,0.2,0.000132309,NA,straight,single,Parajuli2016
PCL,45028,CF/DMF,,,,,xy stage,45,NA,NA,NA,NA,NA,0.2,0.000135862,NA,straight,single,Parajuli2016
PCL,45028,CF/DMF,,,,,xy stage,NA,NA,NA,NA,0.01,NA,0.2,0.000148181,NA,straight,single,Parajuli2016
PCL,45028,CF/DMF,,,,,xy stage,NA,NA,NA,NA,0.008,NA,0.2,0.000156666,NA,straight,single,Parajuli2016
PCL,45028,CF/DMF,,,,,xy stage,NA,NA,NA,NA,NA,3700,0.2,0.000159649,NA,straight,single,Parajuli2016
PCL,45028,CF/DMF,,,,,xy stage,NA,NA,NA,NA,0.005,NA,0.2,0.000162323,NA,straight,single,Parajuli2016
PCL,45028,CF/DMF,,,,,xy stage,NA,NA,NA,NA,NA,3200,0.2,0.000162807,NA,straight,single,Parajuli2016
PCL,45028,CF/DMF,,,,,xy stage,NA,NA,NA,NA,NA,3800,0.2,0.000162807,NA,straight,single,Parajuli2016
PCL,45028,CF/DMF,,,,,xy stage,NA,NA,NA,NA,NA,3500,0.2,0.000168421,NA,straight,single,Parajuli2016
PCL,45028,CF/DMF,,,,,xy stage,25,NA,NA,NA,NA,NA,0.2,0.000190689,NA,straight,single,Parajuli2016
PEO/NaCl,NA,CF/DMF,,,,,xy stage,0.1,NA,NA,NA,NA,NA,NA,0.000000092,NA,straight,aligned,Park2020
PEO/NaCl,NA,CF/DMF,,,,,xy stage,0.25,NA,NA,NA,NA,NA,NA,0.000000117,NA,straight,aligned,Park2020
PEO/NaCl,NA,CF/DMF,,,,,xy stage,0.5,NA,NA,NA,NA,NA,NA,0.000000161,NA,straight,aligned,Park2020
PEO/NaCl,NA,CF/DMF,,,,,xy stage,1,NA,NA,NA,NA,NA,NA,0.000000239,NA,straight,aligned,Park2020
PEO/TiO2,300000,CF/DMF,,,,,xy stage,5.44,NA,5.556E-12,Si3N4,0.0005,1100,NA,0.0000005,0.00004,straight,aligned,Ruggieri2013
PEO,NA,CF/DMF,,,,,touch spinning,0.5,NA,8.334E-11,NA,NA,NA,NA,0.000000298,NA,straight,cross aligned,Strauss2019
PEO/NT,NA,CF/DMF,,,,,touch spinning,0.5,NA,8.334E-11,NA,NA,NA,NA,0.00000032,NA,straight,cross aligned,Strauss2019
PCL,NA,CF/DMF,,,,,touch spinning,8,NA,8.334E-11,NA,NA,NA,NA,0.000000326,NA,straight,cross aligned,Strauss2019
PEU,NA,CF/DMF,,,,,touch spinning,5,NA,8.334E-11,NA,NA,NA,NA,0.000000328,NA,straight,cross aligned,Strauss2019
PEO,300000,CF/DMF,,,,,xy stage,3,NA,NA,Si,0.0005,1000,0.2,0.0000003,0.000025,meander,single,Sun2006a
PEO,300000,CF/DMF,,,,,xy stage,3,NA,NA,Si,0.0005,598,0.2,NA,0.000025,meander,single,Sun2006a
PEO,300000,CF/DMF,,,,,xy stage,3,NA,NA,Si,0.001,699,0.2,NA,0.000025,meander,single,Sun2006a
PEO,300000,CF/DMF,,,,,xy stage,3,NA,NA,Si,0.002,902,0.2,NA,0.000025,meander,single,Sun2006a
PEO,300000,CF/DMF,,,,,xy stage,3,NA,NA,Si,0.003,1204,0.2,NA,0.000025,meander,single,Sun2006a
PEO,300000,CF/DMF,,,,,xy stage,3,NA,NA,SiO2,0.0005,608,0.2,NA,0.000025,meander,single,Sun2006a
PEO,300000,CF/DMF,,,,,xy stage,3,NA,NA,SiO2,0.001,729,0.2,NA,0.000025,meander,single,Sun2006a
PEO,300000,CF/DMF,,,,,xy stage,3,NA,NA,SiO2,0.002,919,0.2,NA,0.000025,meander,single,Sun2006a
PEO,300000,CF/DMF,,,,,xy stage,3,NA,NA,SiO2,0.003,1255,0.2,NA,0.000025,meander,single,Sun2006a
PEO,300000,CF/DMF,,,,,xy stage,5,NA,NA,Si,0.0005,789,0.2,NA,0.000025,meander,single,Sun2006a
PEO,300000,CF/DMF,,,,,xy stage,5,NA,NA,Si,0.001,994,0.2,NA,0.000025,meander,single,Sun2006a
PEO,300000,CF/DMF,,,,,xy stage,5,NA,NA,Si,0.002,1190,0.2,NA,0.000025,meander,single,Sun2006a
PEO,300000,CF/DMF,,,,,xy stage,5,NA,NA,Si,0.003,1593,0.2,NA,0.000025,meander,single,Sun2006a
PEO,300000,CF/DMF,,,,,xy stage,5,NA,NA,SiO2,0.0005,814,0.2,NA,0.000025,meander,single,Sun2006a
PEO,300000,CF/DMF,,,,,xy stage,5,NA,NA,SiO2,0.001,1008,0.2,NA,0.000025,meander,single,Sun2006a
PEO,300000,CF/DMF,,,,,xy stage,5,NA,NA,SiO2,0.002,1211,0.2,NA,0.000025,meander,single,Sun2006a
PEO,300000,CF/DMF,,,,,xy stage,5,NA,NA,SiO2,0.003,1614,0.2,NA,0.000025,meander,single,Sun2006a
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,5,NA,3.3336E-11,NA,NA,NA,NA,NA,0.00547,straight,aligned,Wang2015
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,5,NA,NA,NA,0.002,NA,NA,NA,0.004113,straight,aligned,Wang2015
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,5,NA,NA,NA,0.003,NA,NA,NA,0.004676,straight,aligned,Wang2015
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,5,NA,NA,NA,0.004,NA,NA,NA,0.005368,straight,aligned,Wang2015
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,5,NA,NA,NA,0.005,NA,NA,NA,0.005773,straight,aligned,Wang2015
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,5,NA,NA,NA,0.006,NA,NA,NA,0.006659,straight,aligned,Wang2015
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,5,NA,NA,NA,0.002,NA,NA,NA,0.003546,straight,aligned,Wang2015
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,5,NA,NA,NA,0.003,NA,NA,NA,0.004052,straight,aligned,Wang2015
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,5,NA,NA,NA,0.004,NA,NA,NA,0.004357,straight,aligned,Wang2015
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,5,NA,NA,NA,0.005,NA,NA,NA,0.005113,straight,aligned,Wang2015
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,5,NA,NA,NA,0.006,NA,NA,NA,0.005676,straight,aligned,Wang2015
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,5,NA,NA,NA,0.002,NA,NA,NA,0.003023,straight,aligned,Wang2015
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,5,NA,NA,NA,0.003,NA,NA,NA,0.003335,straight,aligned,Wang2015
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,5,NA,NA,NA,0.004,NA,NA,NA,0.003582,straight,aligned,Wang2015
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,5,NA,NA,NA,0.005,NA,NA,NA,0.004138,straight,aligned,Wang2015
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,5,NA,NA,NA,0.006,NA,NA,NA,0.004421,straight,aligned,Wang2015
PEO,2000000,CF/DMF,,,,,multinozzle xy stage,5,NA,NA,NA,NA,1700,NA,NA,0.004551,straight,aligned,Wang2015
