Filename,esp_4
Instrument name,5333-0457
Operator,Osamu Katagiri
rundate,31/01/2020
Sample name,ESP_4
Geometry name,60mm 0.9969° cone plate, Peltier plate Steel 
Procedure name,Sample
,Flow ramp
,Temperature ramp
,Sample
proceduresegments,Flow ramp#Temperature ramp
[step]
Temperature ramp - 2
Stress,Shear rate,Viscosity,Step time,Temperature,Normal stress,Modulus
0.630533,0.996048,0.256267,353.256,67.03,484.708,3.09298e-3
0.458563,0.997669,0.277147,358.232,67.68,135.415,3.13884e-3
0.424694,0.996870,0.275610,363.208,68.38,140.025,3.31675e-3
1.32759,0.993244,0.285340,368.176,69.06,301.924,3.20135e-3
1.28561,0.999054,0.294339,373.160,69.71,320.029,3.22611e-3
1.85095,1.00512,0.299921,378.128,70.34,430.219,3.27759e-3
1.85541,1.00414,0.295728,383.104,71.00,431.383,3.17329e-3
1.42692,0.998985,0.282970,388.084,71.65,475.535,3.25333e-3
2.45406,0.999715,0.299213,393.052,72.28,568.729,3.45006e-3
0.891841,1.01026,0.324369,398.040,73.05,193.503,3.75274e-3
1.70170,0.997542,0.337383,403.008,73.71,617.892,3.72418e-3
1.89124,0.998853,0.347935,407.984,74.34,646.463,3.54993e-3
1.76043,1.00109,0.366236,412.964,75.00,436.950,3.54185e-3
1.02658,0.994048,0.376962,417.928,75.65,372.210,3.61046e-3
1.14721,0.998433,0.382899,422.916,76.31,434.214,3.76106e-3
1.50035,1.00012,0.383548,427.884,76.94,459.886,3.69337e-3
1.41637,0.999652,0.385469,432.856,77.66,414.484,3.81220e-3
0.800212,0.997071,0.418768,437.824,78.33,292.851,3.89176e-3
2.08403,0.998893,0.430934,442.812,78.97,586.178,3.98633e-3
2.77605,1.00323,0.442066,447.784,79.61,775.438,4.06090e-3
2.84074,1.00042,0.461361,452.764,80.30,802.693,4.35899e-3
2.34161,1.00099,0.494236,457.732,80.92,714.294,4.65077e-3
1.49383,0.999588,0.519320,462.700,81.65,489.970,4.88873e-3
2.55576,1.00100,0.550023,467.676,82.32,747.597,5.21077e-3
3.04375,1.00182,0.583786,472.656,82.97,753.970,5.63948e-3
2.67769,0.999186,0.616212,477.632,83.62,867.713,5.75104e-3
2.87902,1.00213,0.625213,482.608,84.27,903.399,5.91672e-3
3.21590,0.996870,0.643188,487.580,84.94,970.421,6.37376e-3
2.98921,1.00181,,492.552,85.30,917.051,6.86844e-3
2.03213,1.00005,0.688511,497.524,85.31,694.132,

